予約ID,顧客ID,部屋番号,宿泊人数,チェックイン日,チェックアウト日,チェックイン時間,チェックアウト時間,宿泊プラン,予約経路,客層,シーズン区分
R02540,c1685,101,1,2025-08-21,2025-08-22,17:00,8:00,素泊まり,直接,ビジネス,通常期
R02541,c1874,211,2,2025-08-21,2025-08-23,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R02542,c1288,215,1,2025-08-21,2025-08-23,16:00,10:00,素泊まり,OTA,登山,通常期
R02543,c0226,206,2,2025-08-21,2025-08-22,16:00,6:00,素泊まり,OTA,登山,通常期
R02544,c1152,217,1,2025-08-21,2025-08-22,18:00,8:00,素泊まり,直接,ビジネス,通常期
R02545,c1407,217,1,2025-08-22,2025-08-23,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R02546,c0206,205,1,2025-08-22,2025-08-24,15:00,5:00,素泊まり,OTA,登山,通常期
R02547,c0944,201,2,2025-08-22,2025-08-23,19:00,8:00,素泊まり,直接,遠征,通常期
R02548,c1418,216,1,2025-08-22,2025-08-25,16:00,9:00,2食付き,直接,観光,通常期
R02549,c0165,211,2,2025-08-22,2025-08-25,15:00,10:00,朝食付き,直接,観光,通常期
R02550,c0161,214,2,2025-08-22,2025-08-23,17:00,9:00,朝食付き,直接,観光,通常期
R02551,c0930,210,1,2025-08-22,2025-08-24,16:00,7:00,素泊まり,直接,登山,通常期
R02552,c0906,208,2,2025-08-22,2025-08-24,15:00,9:00,朝食付き,直接,観光,通常期
R02553,c0867,206,1,2025-08-22,2025-08-23,17:00,10:00,素泊まり,直接,その他,通常期
R02554,c0243,207,2,2025-08-22,2025-08-23,17:00,8:00,素泊まり,直接,ビジネス,通常期
R02555,c0493,215,1,2025-08-22,2025-08-23,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R02556,c0637,212,2,2025-08-22,2025-08-25,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R02557,c0205,213,1,2025-08-22,2025-08-24,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R02558,c0186,208,2,2025-08-23,2025-08-25,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R02559,c1392,101,1,2025-08-23,2025-08-26,17:00,8:00,素泊まり,直接,ビジネス,通常期
R02560,c1572,203,2,2025-08-23,2025-08-24,15:00,6:00,素泊まり,OTA,登山,通常期
R02561,c1210,210,1,2025-08-23,2025-08-26,17:00,9:00,素泊まり,直接,観光,通常期
R02562,c0613,205,1,2025-08-23,2025-08-24,18:00,10:00,2食付き,OTA,遠征,通常期
R02563,c1361,217,2,2025-08-23,2025-08-24,18:00,8:00,朝食付き,OTA,遠征,通常期
R02564,c0235,209,2,2025-08-23,2025-08-24,19:00,8:00,素泊まり,OTA,遠征,通常期
R02565,c0229,212,2,2025-08-23,2025-08-26,17:00,8:00,素泊まり,直接,ビジネス,通常期
R02566,c0201,207,1,2025-08-23,2025-08-24,19:00,8:00,2食付き,直接,遠征,通常期
R02567,c0992,213,1,2025-08-23,2025-08-25,16:00,6:00,素泊まり,OTA,登山,通常期
R02568,c1742,206,1,2025-08-23,2025-08-27,18:00,7:00,素泊まり,直接,ビジネス,通常期
R02569,c0364,202,1,2025-08-23,2025-08-26,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R02570,c1526,211,2,2025-08-23,2025-08-24,19:00,10:00,朝食付き,OTA,遠征,通常期
R02571,c0813,201,1,2025-08-23,2025-08-24,17:00,7:00,素泊まり,OTA,登山,通常期
R02572,c0560,214,2,2025-08-23,2025-08-25,15:00,9:00,素泊まり,OTA,登山,通常期
R02573,c0492,216,2,2025-08-23,2025-08-25,16:00,9:00,朝食付き,OTA,観光,通常期
R02574,c1785,215,2,2025-08-23,2025-08-24,17:00,7:00,素泊まり,直接,ビジネス,通常期
R02575,c0006,209,1,2025-08-24,2025-08-28,17:00,7:00,朝食付き,直接,ビジネス,通常期
R02576,c1516,210,1,2025-08-24,2025-08-25,19:00,8:00,素泊まり,OTA,遠征,通常期
R02577,c0487,208,1,2025-08-25,2025-08-29,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R02578,c1046,206,2,2025-08-25,2025-08-26,17:00,8:00,素泊まり,OTA,登山,通常期
R02579,c0527,217,1,2025-08-25,2025-08-26,15:00,9:00,素泊まり,直接,観光,通常期
R02580,c0748,202,1,2025-08-25,2025-08-26,20:00,9:00,素泊まり,直接,その他,通常期
R02581,c0761,214,1,2025-08-25,2025-08-27,18:00,8:00,素泊まり,直接,遠征,通常期
R02582,c0532,210,2,2025-08-25,2025-08-26,17:00,7:00,素泊まり,OTA,登山,通常期
R02583,c1229,213,1,2025-08-25,2025-08-28,16:00,10:00,朝食付き,OTA,観光,通常期
R02584,c1410,216,2,2025-08-25,2025-08-26,16:00,10:00,朝食付き,OTA,観光,通常期
R02585,c0823,201,2,2025-08-25,2025-08-26,17:00,7:00,素泊まり,直接,登山,通常期
R02586,c0202,101,1,2025-08-25,2025-08-26,15:00,10:00,朝食付き,直接,観光,通常期
R02587,c1494,205,1,2025-08-25,2025-08-27,17:00,7:00,朝食付き,直接,登山,通常期
R02588,c1815,211,2,2025-08-25,2025-08-27,19:00,8:00,素泊まり,OTA,遠征,通常期
R02589,c0147,213,2,2025-08-26,2025-08-29,15:00,9:00,素泊まり,OTA,観光,通常期
R02590,c0465,201,1,2025-08-26,2025-08-29,17:00,7:00,素泊まり,直接,ビジネス,通常期
R02591,c0513,205,2,2025-08-26,2025-08-27,18:00,10:00,素泊まり,直接,その他,通常期
R02592,c1129,209,1,2025-08-26,2025-08-29,16:00,10:00,,直接,観光,通常期
R02593,c1727,212,1,2025-08-26,2025-08-28,18:00,7:00,素泊まり,直接,ビジネス,通常期
R02594,c1942,202,1,2025-08-26,2025-08-27,17:00,9:00,朝食付き,OTA,観光,通常期
R02595,c0090,208,2,2025-08-26,2025-08-27,18:00,8:00,朝食付き,直接,ビジネス,通常期
R02596,c0263,206,1,2025-08-26,2025-08-27,17:00,5:00,素泊まり,OTA,登山,通常期
R02597,c1195,217,2,2025-08-26,2025-08-28,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R02598,c1619,203,2,2025-08-26,2025-08-28,16:00,10:00,素泊まり,OTA,登山,通常期
R02599,c0331,210,1,2025-08-26,2025-08-28,17:00,10:00,朝食付き,直接,観光,通常期
R02600,c1511,101,1,2025-08-26,2025-08-29,18:00,8:00,2食付き,直接,ビジネス,通常期
R02601,c1641,211,2,2025-08-27,2025-08-28,15:00,10:00,素泊まり,直接,観光,通常期
R02602,c1957,203,2,2025-08-27,2025-08-31,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R02603,c1247,213,2,2025-08-27,2025-08-28,17:00,10:00,素泊まり,OTA,観光,通常期
R02604,c1747,217,1,2025-08-27,2025-08-28,15:00,9:00,朝食付き,直接,登山,通常期
R02605,c0027,206,2,2025-08-27,2025-08-28,17:00,9:00,素泊まり,直接,その他,通常期
R02606,c1416,208,1,2025-08-27,2025-08-28,18:00,9:00,素泊まり,直接,その他,通常期
R02607,c0549,209,1,2025-08-27,2025-08-29,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R02608,c1536,201,2,2025-08-27,2025-08-28,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R02609,c1777,212,1,2025-08-27,2025-08-28,16:00,10:00,素泊まり,OTA,登山,通常期
R02610,c0447,216,1,2025-08-27,2025-08-28,15:00,8:00,朝食付き,OTA,登山,通常期
R02611,c1230,215,1,2025-08-27,2025-08-30,17:00,8:00,2食付き,直接,ビジネス,通常期
R02612,c1703,210,2,2025-08-27,2025-08-28,17:00,10:00,朝食付き,OTA,登山,通常期
R02613,c0832,208,1,2025-08-28,2025-08-29,15:00,10:00,2食付き,OTA,登山,通常期
R02614,c0426,217,2,2025-08-28,2025-08-29,17:00,10:00,朝食付き,直接,観光,通常期
R02615,c1581,205,2,2025-08-28,2025-09-01,17:00,7:00,朝食付き,直接,ビジネス,通常期
R02616,c1355,216,2,2025-08-28,2025-08-31,16:00,9:00,朝食付き,OTA,観光,通常期
R02617,c1152,201,1,2025-08-28,2025-08-30,15:00,10:00,素泊まり,OTA,登山,通常期
R02618,c0191,203,2,2025-08-28,2025-08-31,15:00,10:00,朝食付き,OTA,観光,通常期
R02619,c0059,206,2,2025-08-28,2025-08-30,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R02620,c0272,210,1,2025-08-28,2025-08-30,18:00,7:00,朝食付き,直接,ビジネス,通常期
R02621,c1720,213,1,2025-08-28,2025-08-30,15:00,10:00,素泊まり,OTA,登山,通常期
R02622,c0030,202,1,2025-08-28,2025-08-30,17:00,7:00,素泊まり,直接,ビジネス,通常期
R02623,c1133,212,2,2025-08-28,2025-08-31,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R02624,c0754,214,1,2025-08-28,2025-08-29,18:00,10:00,素泊まり,OTA,その他,通常期
R02625,c0873,205,1,2025-08-29,2025-09-02,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R02626,c0395,211,1,2025-08-29,2025-08-31,15:00,10:00,素泊まり,OTA,観光,通常期
R02627,c0192,201,1,2025-08-29,2025-08-31,16:00,9:00,朝食付き,直接,観光,通常期
R02628,c0056,208,1,2025-08-29,2025-08-31,15:00,10:00,2食付き,OTA,登山,通常期
R02629,c0496,213,2,2025-08-29,2025-09-01,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R02630,c1101,206,2,2025-08-29,2025-09-02,17:00,7:00,朝食付き,直接,ビジネス,通常期
R02631,c1605,212,2,2025-08-29,2025-08-30,17:00,7:00,2食付き,OTA,ビジネス,通常期
R02632,c1050,215,1,2025-08-29,2025-08-30,19:00,8:00,素泊まり,OTA,遠征,通常期
R02633,c0210,214,2,2025-08-29,2025-09-01,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R02634,c0511,217,1,2025-08-29,2025-08-30,19:00,9:00,朝食付き,直接,遠征,通常期
R02635,c0697,101,1,2025-08-29,2025-08-30,19:00,9:00,素泊まり,OTA,遠征,通常期
R02636,c0510,202,2,2025-08-29,2025-09-01,18:00,8:00,2食付き,OTA,ビジネス,通常期
R02637,c1720,209,2,2025-08-29,2025-08-31,19:00,9:00,素泊まり,OTA,遠征,通常期
R02638,c1635,212,2,2025-08-30,2025-09-03,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R02639,c1251,206,2,2025-08-30,2025-09-01,15:00,10:00,2食付き,OTA,観光,通常期
R02640,c0529,209,2,2025-08-30,2025-09-01,16:00,10:00,,OTA,観光,通常期
R02641,c1752,205,2,2025-08-30,2025-09-01,17:00,10:00,素泊まり,OTA,登山,通常期
R02642,c0441,202,2,2025-08-30,2025-09-02,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R02643,c0858,215,2,2025-08-30,2025-08-31,17:00,10:00,素泊まり,OTA,その他,通常期
R02644,c0788,211,2,2025-08-30,2025-09-02,17:00,8:00,2食付き,OTA,ビジネス,通常期
R02645,c0754,203,2,2025-08-30,2025-09-01,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R02646,c0837,208,1,2025-08-30,2025-09-02,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R02647,c0966,216,1,2025-08-30,2025-09-01,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R02648,c1766,214,1,2025-08-30,2025-08-31,16:00,5:00,朝食付き,OTA,登山,通常期
R02649,c1702,213,2,2025-08-30,2025-09-01,16:00,10:00,素泊まり,OTA,登山,通常期
R02650,c1554,217,2,2025-08-30,2025-09-01,15:00,9:00,素泊まり,OTA,登山,通常期
R02651,c1475,201,1,2025-08-30,2025-09-01,15:00,7:00,,直接,登山,通常期
R02652,c1652,207,1,2025-08-30,2025-09-01,18:00,8:00,,直接,ビジネス,通常期
R02653,c1555,210,2,2025-08-30,2025-09-02,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R02654,c0866,101,1,2025-08-30,2025-09-02,18:00,7:00,素泊まり,直接,ビジネス,通常期
R02655,c1531,101,1,2025-08-31,2025-09-01,19:00,9:00,素泊まり,OTA,遠征,通常期
R02656,c0864,207,1,2025-08-31,2025-09-03,15:00,9:00,素泊まり,OTA,観光,通常期
R02657,c0618,212,2,2025-09-01,2025-09-02,16:00,6:00,朝食付き,OTA,登山,閑散期
R02658,c1932,213,2,2025-09-01,2025-09-03,15:00,10:00,2食付き,直接,観光,閑散期
R02659,c1584,203,2,2025-09-01,2025-09-02,18:00,8:00,素泊まり,OTA,ビジネス,閑散期
R02660,c0726,207,1,2025-09-01,2025-09-02,19:00,10:00,朝食付き,直接,遠征,閑散期
R02661,c1142,202,2,2025-09-01,2025-09-03,15:00,9:00,朝食付き,OTA,観光,閑散期
R02662,c0632,214,2,2025-09-01,2025-09-03,17:00,8:00,素泊まり,直接,ビジネス,閑散期
R02663,c0426,201,1,2025-09-01,2025-09-02,18:00,8:00,朝食付き,OTA,ビジネス,閑散期
R02664,c0764,217,2,2025-09-01,2025-09-02,17:00,8:00,朝食付き,OTA,ビジネス,閑散期
R02665,c1076,213,2,2025-09-02,2025-09-03,17:00,10:00,朝食付き,直接,観光,閑散期
R02666,c0267,214,2,2025-09-02,2025-09-03,16:00,9:00,2食付き,OTA,観光,閑散期
R02667,c1169,210,1,2025-09-02,2025-09-03,17:00,8:00,素泊まり,OTA,ビジネス,閑散期
R02668,c0162,101,2,2025-09-02,2025-09-04,17:00,10:00,素泊まり,OTA,登山,閑散期
R02669,c0441,201,2,2025-09-02,2025-09-03,21:00,9:00,素泊まり,直接,その他,閑散期
R02670,c0871,207,1,2025-09-02,2025-09-06,17:00,8:00,朝食付き,OTA,ビジネス,閑散期
R02671,c0946,208,2,2025-09-02,2025-09-04,17:00,8:00,素泊まり,直接,登山,閑散期
R02672,c1459,217,1,2025-09-02,2025-09-04,18:00,10:00,朝食付き,OTA,遠征,閑散期
R02673,c0477,207,1,2025-09-03,2025-09-06,17:00,7:00,,直接,ビジネス,閑散期
R02674,c0647,206,2,2025-09-03,2025-09-05,18:00,8:00,2食付き,OTA,ビジネス,閑散期
R02675,c0138,202,1,2025-09-03,2025-09-05,18:00,8:00,素泊まり,直接,遠征,閑散期
R02676,c0499,211,1,2025-09-03,2025-09-05,15:00,10:00,朝食付き,OTA,観光,閑散期
R02677,c0535,215,2,2025-09-03,2025-09-05,16:00,10:00,素泊まり,OTA,登山,閑散期
R02678,c0212,214,1,2025-09-03,2025-09-05,17:00,7:00,素泊まり,直接,ビジネス,閑散期
R02679,c0463,208,2,2025-09-03,2025-09-04,17:00,6:00,素泊まり,OTA,登山,閑散期
R02680,c1771,101,2,2025-09-03,2025-09-06,17:00,10:00,朝食付き,OTA,観光,閑散期
R02681,c0018,202,1,2025-09-04,2025-09-05,17:00,8:00,素泊まり,OTA,ビジネス,閑散期
R02682,c0431,211,2,2025-09-04,2025-09-07,18:00,8:00,朝食付き,直接,ビジネス,閑散期
R02683,c0119,209,2,2025-09-04,2025-09-06,19:00,9:00,2食付き,OTA,遠征,閑散期
R02684,c1655,217,1,2025-09-04,2025-09-05,18:00,10:00,2食付き,OTA,遠征,閑散期
R02685,c0452,212,2,2025-09-04,2025-09-06,17:00,7:00,2食付き,直接,ビジネス,閑散期
R02686,c1968,213,1,2025-09-04,2025-09-05,21:00,9:00,素泊まり,OTA,その他,閑散期
R02687,c0355,201,2,2025-09-04,2025-09-05,16:00,6:00,素泊まり,OTA,登山,閑散期
R02688,c1722,215,1,2025-09-04,2025-09-07,18:00,7:00,2食付き,OTA,ビジネス,閑散期
R02689,c0606,217,2,2025-09-05,2025-09-06,16:00,9:00,素泊まり,OTA,観光,閑散期
R02690,c0129,216,2,2025-09-05,2025-09-08,18:00,8:00,素泊まり,直接,ビジネス,閑散期
R02691,c1376,212,1,2025-09-05,2025-09-08,18:00,7:00,素泊まり,OTA,ビジネス,閑散期
R02692,c0641,213,2,2025-09-05,2025-09-07,19:00,10:00,朝食付き,OTA,遠征,閑散期
R02693,c1816,207,2,2025-09-05,2025-09-07,15:00,10:00,朝食付き,OTA,登山,閑散期
R02694,c1757,210,2,2025-09-05,2025-09-06,17:00,9:00,素泊まり,OTA,観光,閑散期
R02695,c1880,206,2,2025-09-05,2025-09-08,17:00,7:00,素泊まり,OTA,ビジネス,閑散期
R02696,c1741,209,1,2025-09-05,2025-09-06,17:00,7:00,2食付き,OTA,ビジネス,閑散期
R02697,c0258,208,1,2025-09-05,2025-09-06,18:00,7:00,素泊まり,OTA,ビジネス,閑散期
R02698,c0781,101,2,2025-09-05,2025-09-07,19:00,10:00,素泊まり,OTA,遠征,閑散期
R02699,c0177,214,1,2025-09-06,2025-09-08,18:00,8:00,,OTA,ビジネス,閑散期
R02700,c1129,215,2,2025-09-06,2025-09-07,17:00,10:00,朝食付き,OTA,観光,閑散期
R02701,c1870,209,2,2025-09-06,2025-09-08,17:00,7:00,2食付き,OTA,ビジネス,閑散期
R02702,c0297,217,2,2025-09-06,2025-09-07,19:00,8:00,朝食付き,OTA,遠征,閑散期
R02703,c1294,210,2,2025-09-06,2025-09-07,18:00,7:00,,直接,ビジネス,閑散期
R02704,c0537,208,1,2025-09-06,2025-09-09,17:00,7:00,朝食付き,OTA,ビジネス,閑散期
R02705,c1419,212,2,2025-09-06,2025-09-09,18:00,8:00,素泊まり,OTA,ビジネス,閑散期
R02706,c0532,101,1,2025-09-06,2025-09-08,15:00,10:00,朝食付き,OTA,観光,閑散期
R02707,c1055,216,2,2025-09-06,2025-09-08,17:00,7:00,素泊まり,直接,登山,閑散期
R02708,c1867,207,1,2025-09-06,2025-09-08,17:00,8:00,素泊まり,OTA,登山,閑散期
R02709,c1212,201,1,2025-09-06,2025-09-07,18:00,7:00,2食付き,直接,ビジネス,閑散期
R02710,c1702,205,2,2025-09-07,2025-09-08,21:00,10:00,素泊まり,直接,その他,閑散期
R02711,c0675,203,1,2025-09-08,2025-09-09,17:00,9:00,素泊まり,直接,観光,閑散期
R02712,c1167,216,2,2025-09-08,2025-09-10,17:00,6:00,素泊まり,OTA,登山,閑散期
R02713,c1961,214,2,2025-09-08,2025-09-09,16:00,10:00,2食付き,OTA,観光,閑散期
R02714,c0838,101,2,2025-09-08,2025-09-11,15:00,10:00,2食付き,OTA,観光,閑散期
R02715,c0017,207,2,2025-09-08,2025-09-11,17:00,7:00,朝食付き,直接,ビジネス,閑散期
R02716,c1638,202,2,2025-09-08,2025-09-10,17:00,9:00,素泊まり,OTA,登山,閑散期
R02717,c0381,209,1,2025-09-08,2025-09-09,19:00,10:00,2食付き,OTA,遠征,閑散期
R02718,c0086,210,2,2025-09-08,2025-09-09,17:00,7:00,素泊まり,直接,ビジネス,閑散期
R02719,c0994,207,2,2025-09-09,2025-09-11,17:00,10:00,朝食付き,OTA,観光,閑散期
R02720,c0983,203,2,2025-09-09,2025-09-12,16:00,10:00,朝食付き,OTA,観光,閑散期
R02721,c1303,211,1,2025-09-09,2025-09-12,16:00,10:00,素泊まり,直接,観光,閑散期
R02722,c1031,216,2,2025-09-09,2025-09-11,17:00,10:00,朝食付き,直接,観光,閑散期
R02723,c1989,210,2,2025-09-09,2025-09-11,15:00,10:00,素泊まり,OTA,登山,閑散期
R02724,c1533,213,1,2025-09-09,2025-09-10,20:00,10:00,素泊まり,直接,その他,閑散期
R02725,c0729,201,2,2025-09-09,2025-09-11,19:00,9:00,素泊まり,OTA,遠征,閑散期
R02726,c1227,202,2,2025-09-09,2025-09-13,18:00,7:00,朝食付き,OTA,ビジネス,閑散期
R02727,c0377,215,1,2025-09-10,2025-09-11,17:00,6:00,素泊まり,OTA,登山,閑散期
R02728,c0974,212,1,2025-09-10,2025-09-12,17:00,7:00,朝食付き,直接,ビジネス,閑散期
R02729,c0343,208,2,2025-09-10,2025-09-12,18:00,7:00,素泊まり,OTA,ビジネス,閑散期
R02730,c1956,216,1,2025-09-10,2025-09-13,17:00,10:00,朝食付き,OTA,観光,閑散期
R02731,c0615,211,1,2025-09-10,2025-09-11,16:00,5:00,素泊まり,直接,登山,閑散期
R02732,c1080,201,2,2025-09-10,2025-09-11,16:00,10:00,素泊まり,OTA,登山,閑散期
R02733,c0033,206,2,2025-09-10,2025-09-11,16:00,7:00,素泊まり,OTA,登山,閑散期
R02734,c1532,209,2,2025-09-10,2025-09-14,17:00,8:00,素泊まり,直接,ビジネス,閑散期
R02735,c1427,213,2,2025-09-11,2025-09-13,17:00,8:00,朝食付き,直接,ビジネス,閑散期
R02736,c1399,207,1,2025-09-11,2025-09-13,18:00,8:00,素泊まり,OTA,ビジネス,閑散期
R02737,c1987,206,2,2025-09-11,2025-09-12,17:00,7:00,2食付き,OTA,ビジネス,閑散期
R02738,c0930,208,2,2025-09-11,2025-09-12,17:00,6:00,朝食付き,OTA,登山,閑散期
R02739,c1931,212,2,2025-09-11,2025-09-12,15:00,10:00,素泊まり,直接,観光,閑散期
R02740,c1249,216,1,2025-09-11,2025-09-13,19:00,10:00,素泊まり,OTA,遠征,閑散期
R02741,c1244,202,1,2025-09-11,2025-09-12,17:00,9:00,素泊まり,OTA,登山,閑散期
R02742,c1238,205,1,2025-09-11,2025-09-12,17:00,8:00,素泊まり,OTA,ビジネス,閑散期
R02743,c1379,213,1,2025-09-12,2025-09-14,19:00,10:00,素泊まり,OTA,遠征,閑散期
R02744,c1598,205,2,2025-09-12,2025-09-14,19:00,9:00,素泊まり,OTA,遠征,閑散期
R02745,c1329,101,1,2025-09-12,2025-09-13,18:00,8:00,素泊まり,OTA,ビジネス,閑散期
R02746,c1640,207,1,2025-09-12,2025-09-16,18:00,8:00,素泊まり,OTA,ビジネス,閑散期
R02747,c1422,201,1,2025-09-12,2025-09-14,17:00,5:00,素泊まり,OTA,登山,閑散期
R02748,c1360,202,1,2025-09-12,2025-09-14,18:00,8:00,素泊まり,OTA,ビジネス,閑散期
R02749,c1259,208,2,2025-09-12,2025-09-14,16:00,8:00,朝食付き,OTA,登山,閑散期
R02750,c0960,217,2,2025-09-12,2025-09-15,18:00,7:00,素泊まり,OTA,ビジネス,閑散期
R02751,c0674,206,2,2025-09-12,2025-09-15,18:00,8:00,素泊まり,直接,ビジネス,閑散期
R02752,c1980,214,2,2025-09-12,2025-09-14,18:00,8:00,2食付き,OTA,遠征,閑散期
R02753,c1028,101,1,2025-09-13,2025-09-16,18:00,8:00,2食付き,直接,ビジネス,閑散期
R02754,c0397,203,2,2025-09-13,2025-09-14,17:00,10:00,朝食付き,直接,観光,閑散期
R02755,c0516,202,2,2025-09-13,2025-09-16,18:00,7:00,素泊まり,OTA,ビジネス,閑散期
R02756,c1209,205,2,2025-09-13,2025-09-14,17:00,10:00,素泊まり,直接,その他,閑散期
R02757,c1172,217,2,2025-09-13,2025-09-14,16:00,5:00,素泊まり,OTA,登山,閑散期
R02758,c0076,212,1,2025-09-13,2025-09-14,16:00,10:00,朝食付き,OTA,観光,閑散期
R02759,c1389,211,1,2025-09-13,2025-09-17,17:00,7:00,素泊まり,直接,ビジネス,閑散期
R02760,c1620,214,2,2025-09-13,2025-09-14,18:00,7:00,2食付き,OTA,ビジネス,閑散期
R02761,c1393,206,1,2025-09-13,2025-09-15,17:00,9:00,2食付き,直接,観光,閑散期
R02762,c1362,201,2,2025-09-13,2025-09-14,17:00,7:00,素泊まり,OTA,登山,閑散期
R02763,c1801,207,2,2025-09-13,2025-09-15,18:00,9:00,素泊まり,OTA,遠征,閑散期
R02764,c1103,211,1,2025-09-14,2025-09-15,16:00,9:00,朝食付き,直接,観光,閑散期
R02765,c1254,201,1,2025-09-15,2025-09-17,17:00,8:00,2食付き,OTA,ビジネス,閑散期
R02766,c1259,216,1,2025-09-15,2025-09-19,18:00,7:00,素泊まり,直接,ビジネス,閑散期
R02767,c0848,205,2,2025-09-15,2025-09-16,16:00,8:00,素泊まり,OTA,登山,閑散期
R02768,c1994,207,1,2025-09-15,2025-09-17,17:00,5:00,素泊まり,OTA,登山,閑散期
R02769,c1667,215,1,2025-09-15,2025-09-16,16:00,10:00,素泊まり,OTA,登山,閑散期
R02770,c0486,209,2,2025-09-15,2025-09-17,18:00,7:00,2食付き,OTA,ビジネス,閑散期
R02771,c0879,214,1,2025-09-15,2025-09-16,15:00,9:00,朝食付き,OTA,登山,閑散期
R02772,c0341,211,2,2025-09-15,2025-09-17,17:00,7:00,素泊まり,OTA,ビジネス,閑散期
R02773,c1163,205,1,2025-09-16,2025-09-17,15:00,9:00,素泊まり,OTA,登山,閑散期
R02774,c1289,202,2,2025-09-16,2025-09-18,16:00,7:00,素泊まり,直接,登山,閑散期
R02775,c0587,209,1,2025-09-16,2025-09-18,17:00,8:00,朝食付き,直接,ビジネス,閑散期
R02776,c1047,208,1,2025-09-16,2025-09-19,17:00,7:00,素泊まり,OTA,ビジネス,閑散期
R02777,c0879,207,2,2025-09-16,2025-09-18,17:00,7:00,素泊まり,OTA,ビジネス,閑散期
